id   g1 (est)    g1 (true)     psf e1    g2 (est)    g2 (true)    psf e2    converged    ks1    ks2
           0  -0.00064187749  -0.00144504   0.00316841    -0.028414543   -0.0287795   -0.0317388      1.00000     0.184708     0.221931
           1   -0.0063582385  -0.00534676 -0.000691600     0.025147059    0.0256026    0.0108405      1.00000     0.775526     0.493037
           2  -0.00046618086   0.00535843    0.0910799    -0.059792025   -0.0373731    0.0902673      1.00000  3.54325e-26  2.29374e-34
           3     0.017552403    0.0164763   -0.0167270     0.021111451    0.0218396   -0.0133426      1.00000     0.232427    0.0987804
           4     0.011159490    0.0104098   -0.0563567     0.031384604    0.0319965   0.00564254      1.00000    0.0235486  0.000704439
           5    -0.032567646   -0.0302553   -0.0587624     0.025361079    0.0259719    -0.182089      1.00000    0.0690398   0.00107904
           6     0.016664265    0.0167167    0.0821519    -0.010495654   -0.0121356    0.0556485      1.00000     0.717968     0.109845
           7     0.024170043    0.0246525   -0.0413379    -0.018348847   -0.0198896    0.0191146      1.00000     0.548584     0.320165
           8     0.040154174    0.0404606    0.0605694   -0.0076741785  -0.00578720     0.115699      1.00000     0.512676    0.0633055
           9    -0.022056847   -0.0200004    0.0749314     0.017849811    0.0209775    0.0669319      1.00000    0.0967958     0.312575
          10    -0.031937198   -0.0306736    0.0212865    -0.024011862   -0.0243472    0.0109994      1.00000    0.0570373     0.685277
          11    -0.014876455   -0.0160428    0.0231949    0.0088034714   0.00864339  -0.00462086      1.00000   0.00342335    0.0851972
          12     0.033475038    0.0342224   -0.0225834    -0.028347276   -0.0287282   -0.0190971      1.00000  0.000892730    0.0338734
          13    -0.027088326   -0.0274022    0.0453808     0.037290973    0.0377241    0.0305219      1.00000     0.254097     0.235953
          14     0.027538894    0.0275106  -0.00210978     0.010897676    0.0127254   -0.0187203      1.00000     0.173438     0.269522
          15    -0.016055243   -0.0151877  -0.00121477     0.030163727    0.0323056    0.0665107      1.00000     0.528683     0.938493
          16     0.026257563    0.0264334    0.0139304    -0.012517764   -0.0132755   -0.0185016      1.00000     0.148082   0.00837796
          17    0.0041364767   0.00297962    0.0156099    -0.030393952   -0.0188035    0.0497149      1.00000  9.72296e-11  2.02680e-16
          18   -0.0053989641  -0.00548165    0.0134483    0.0087681882    0.0110962   -0.0151986      1.00000     0.402938     0.148105
          19    0.0055083125   0.00734455    0.0216053     0.047527637    0.0475153   -0.0334346      1.00000    0.0533940     0.452771
          20   -0.0080559175  -0.00928498   0.00179924     0.035635163    0.0346999   -0.0194212      1.00000     0.218368     0.124001
          21    -0.023737822   -0.0240555    0.0326650   -0.0057427735  -0.00399558    0.0498969      1.00000     0.212993     0.674195
          22    -0.018194694   -0.0177956   -0.0247298     0.023218044    0.0234585   -0.0105980      1.00000     0.745827     0.585163
          23    -0.022881734   -0.0222344    -0.140164     0.023062707    0.0264074    0.0255662      1.00000  0.000172550  0.000467609
          24    0.0059923699   0.00687491    0.0171984     0.021059260    0.0210066    0.0293656      1.00000     0.783564     0.209768
          25    0.0088405247   0.00954333    0.0909735    -0.034004913   -0.0357468   -0.0329641      1.00000     0.193787     0.214545
          26    -0.041001067   -0.0407312    0.0355883    0.0095042364    0.0154597    0.0791167      1.00000  1.06009e-05  7.82438e-05
          27     0.018039602    0.0190164   -0.0457017    0.0078088116   0.00768255   -0.0133889      1.00000     0.294835    0.0748937
          28    0.0048588374   0.00475667   0.00525041     0.029508375    0.0301074    0.0435382      1.00000    0.0607675    0.0886223
          29     0.050351713    0.0368449   -0.0340554     0.021366035   0.00814508    -0.172151      1.00000  7.15843e-22  1.28852e-30
          30   -0.0069428327  -0.00597455   -0.0215361    -0.042346418   -0.0417980    0.0315081      1.00000     0.941765    0.0198433
          31     0.027990519    0.0285255   -0.0198104    -0.040448025   -0.0390620    0.0242500      1.00000     0.508607     0.136846
          32    -0.043957784   -0.0420628   0.00791127    0.0040939697   0.00409745   -0.0207515      1.00000     0.615828     0.276409
          33     0.015521121    0.0132218   -0.0113840    0.0030738723   0.00218914   -0.0191606      1.00000    0.0629498     0.234302
          34    0.0015075420   0.00130086   -0.0691547     0.025534209    0.0240597    0.0643780      1.00000    0.0214592   0.00334117
          35    -0.048319684   -0.0481470    0.0130949    0.0010373506  0.000295426   -0.0608160      1.00000    0.0676381     0.347616
          36    -0.030201173   -0.0307198   -0.0361859     0.010881838    0.0111827    0.0225353      1.00000     0.895579     0.959129
          37    -0.035058675   -0.0329903    0.0736104    0.0064165858    0.0107801     0.107165      1.00000  1.05391e-05   0.00379336
          38     0.015428953    0.0144253    -0.100840     0.010400396   0.00689575    -0.129174      1.00000   0.00103924   0.00203837
          39     0.012287424    0.0120949    0.0136393   0.00048923807   0.00243766    0.0661918      1.00000     0.832073     0.826164
          40    -0.010568361  -0.00941287    0.0171925    -0.046383932   -0.0448131   -0.0177745      1.00000     0.580155     0.862658
          41    0.0089951556   0.00919058  -0.00156178    0.0054065146   0.00644776   -0.0116176      1.00000     0.576752     0.428462
          42     0.040563156    0.0389658   -0.0163862     0.012460561    0.0106858    0.0119352      1.00000     0.904382     0.274205
          43    0.0083263892   0.00946788    0.0576236    -0.028741957   -0.0275492   0.00807040      1.00000     0.455597     0.774735
          44     0.012505925    0.0155150     0.125218    -0.019112773   -0.0195733   -0.0337655      1.00000     0.151278     0.871568
          45    0.0033751710   0.00610218  -0.00421756   -0.0094347483   -0.0106292    0.0131271      1.00000     0.367990     0.485668
          46     0.030085169    0.0323933     0.133937    0.0099097467    0.0120493   -0.0430329      1.00000  4.67526e-07  5.46927e-07
          47    -0.021860779   -0.0214558   -0.0352278   -0.0040442837  -0.00504628   -0.0603714      1.00000     0.316745     0.108686
          48     0.028584226    0.0287119   -0.0186378     0.036629427    0.0361293   -0.0270309      1.00000    0.0177213     0.784505
          49     0.034296205    0.0330061    0.0196852     0.027310624    0.0272442    0.0297092      1.00000     0.571510   0.00361923
